,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
38,0625,0.43326154165700204,5.007195985235798,58,124561,55.86095091837119,119051.37967077846,335,698436,332.8609509183712,692926.3796707785,67,141602,58.52433299853747,123422.9984715688,344,715477,335.5243329985374,697297.9984715689,0.21715549532951256,227.0,0.09958382877526754,0.10667095929617222,4.5015537910154104e-05,4.8889796518286426e-05,104.0,104.0,159.0,153.0,0.07663176654043216,0.09796051873387666,3.568263376252366e-05,4.577477649640794e-05,118.0,107.0,172.0,156.0
39,0612,0.031971201100499565,1.0774474266609242,39,60380,36.79133607151796,57737.574821926915,507,703097,504.791336071518,700454.5748219269,44,67968,38.266739689425776,60369.63323993329,512,710685,506.26673968942583,703086.6332399333,0.3460801097267353,87.0,0.3333333333333333,0.37292437747551016,0.0001928541671763934,0.00021011782662873148,12.0,9.0,22.0,21.0,0.2644628099173554,0.3457295271626798,0.00015383960909321235,0.00019291756275187241,13.0,9.0,27.0,22.0
40,0650,0.7016539275399974,6.330950126069192,71,150290,65.83839696281399,139241.56206733015,360,684079,354.83839696281404,673030.56206733,90,205793,71.47847799580867,154894.93815475612,379,739582,360.4784779958087,688683.9381547562,0.2199859984973076,217.0,0.07141440190438406,0.08186007013065155,3.0286290916143532e-05,3.471338878479528e-05,152.0,138.0,238.0,224.0,0.04679012345679012,0.07055515460835134,1.746325260987533e-05,2.8704203682230568e-05,217.0,161.0,312.0,251.0
41,0629,0.02349099864699973,1.183235056333521,65,93544,61.75995254175898,88385.05895051721,420,704036,416.7599525417589,698877.0589505172,72,101209,63.39393944318754,90512.81483638004,427,711701,418.39393944318743,701004.8148363802,0.21084790363065797,237.0,0.09940828402366864,0.10926273635393703,8.045684409875093e-05,8.946292078149384e-05,105.0,102.0,79.0,76.0,0.08236882716049383,0.10410939044527937,6.947991979157562e-05,8.556592678710936e-05,114.0,102.0,79.0,76.0
42,0622,0.3044812314315009,4.719326187101474,86,142931,80.98507906676657,134091.14980191132,426,710506,420.98507906676656,701666.1498019112,92,149911,82.76450592613233,136209.30594586025,432,717486,422.7645059261323,703784.3059458601,0.17179495266935704,301.0,0.057598702001081664,0.06418841951805945,3.4778823400606844e-05,3.9023866386682776e-05,208.0,190.0,209.0,196.0,0.05103969754253308,0.06171777551155351,3.192614111470217e-05,3.7933770996295e-05,203.0,189.0,195.0,193.0
43,0601,7.96486508327059,18.75609459749765,64,81770,61.9494468940665,78344.12222289298,566,707125,563.9494468940665,703699.1222228929,71,88820,63.8925519955528,80235.24737626367,573,714175,565.8925519955527,705590.2473762635,0.284513880326724,136.0,0.13818359375,0.1469485512106559,0.0001057567743897406,0.00011465002961200463,71.0,67.0,61.0,59.0,0.11366792303114462,0.13862243008676645,9.052803752225696e-05,0.00010960293334443165,68.0,70.0,60.0,55.0
44,0602,3.9796856387689705,16.592511953521768,50,54893,49.016457050402565,53320.58148579575,553,697602,552.0164570504026,696029.5814857957,57,64942,50.990728240229714,56519.112831422986,560,707651,553.9907282402298,699228.1128314228,0.1816495613734437,288.0,0.2212,0.22975670357956998,0.00023151214790023287,0.00024481495485737735,33.0,35.0,15.0,14.0,0.17236072637734687,0.21306890170630727,0.00016779066915920696,0.00021889115285889156,40.0,37.0,21.0,16.0
45,0632,0.03195253737450015,1.8124070669436123,76,136074,70.87404457163568,126963.88308704332,429,702142,423.87404457163575,693031.8830870433,86,156390,73.91050563491744,133836.79642165048,439,722458,426.9105056349175,699904.7964216504,0.12223729244088184,372.0,0.07427285318559557,0.08438444320691105,3.792055187494156e-05,4.299251207375629e-05,144.0,133.0,189.0,174.0,0.059356408869659275,0.0781491926133341,2.9538922217067635e-05,3.907400290995732e-05,166.5,134.0,215.0,184.0
46,0631,0.055831449971500316,2.8919326448193328,93,197415,88.80723877884103,186325.03677498057,392,708239,387.807238778841,697149.0367749807,108,228361,93.62119623406687,196112.65810586212,407,739185,392.6211962340669,706936.658105862,0.08389043057333248,407.0,0.04532315874667592,0.049172147672034164,1.8172703534007274e-05,2.0080901248012997e-05,262.0,251.0,340.0,331.0,0.03489368998628258,0.04479456979220122,1.4174549766737814e-05,1.838100487539645e-05,285.0,262.0,351.0,338.0
47,0617,0.05110564436749997,1.6267271359590143,77,136167,72.73290621935197,128097.86045794965,404,706698,399.73290621935206,698628.8604579496,81,142072,73.32163250570034,129032.33064769811,408,712603,400.3216325057004,699563.3306476981,0.24268856282167992,190.0,0.06813965255523698,0.07556279586238018,3.8114490937964755e-05,4.2575795415855494e-05,169.0,153.0,187.0,177.0,0.06218564243255601,0.0744637334720622,3.5304548183890004e-05,4.201747527570223e-05,160.0,145.0,175.0,169.0
