,geoid,carea,cperim,cpolsbypop,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
0,0101,1.5226683189400991,11.590213641160524,0.1424401076159271,47,216868,43.92868372822696,205668.49121085726,165,666616,161.92868372822696,655416.4912108573,52,238977,45.65356227628271,213922.98472409925,170,688725,163.65356227628268,663670.9847240994
1,0104,2.301477013216336,11.125814461858672,0.2336430565942651,67,284497,64.38171641117633,274134.9334826489,168,689905,165.38171641117637,679542.9334826489,71,304789,65.23676165700424,278562.7929477558,172,710197,166.2367616570043,683970.7929477559
2,0107,2.5551004921104274,12.785781262082946,0.19640987038685118,73,279958,66.57297914091609,250580.54447320374,198,683347,191.57297914091615,653969.5444732035,95,377289,71.90875868784983,274633.1835696553,220,780678,196.90875868784985,678022.1835696549
3,0103,1.9325412634464096,8.850550834385256,0.31002594361423297,56,248672,52.57556384450729,232954.62864413802,166,683565,162.57556384450737,667847.6286441379,59,262761,53.53607738540615,237303.44481398512,169,697654,163.5360773854062,672196.4448139849
4,0106,1.0599186654524997,8.148967516778676,0.2005751986590301,53,259253,48.805321778140524,238281.3019376997,145,670952,140.80532177814055,649980.3019376997,66,328347,53.09125826020983,260808.13269618497,158,740046,145.09125826020986,672507.1326961848
5,0105,0.9846246376309844,6.5490316885236,0.2884870873769591,36,183692,35.51906887304279,181363.08990807613,149,683019,148.5190688730428,680690.089908076,37,185649,35.74492046037722,181805.0814644896,150,684976,148.74492046037724,681132.0814644896
6,0102,2.534216767832425,10.610639321049854,0.28285933748457426,50,180575,47.46022204156304,170861.9664405229,186,691230,183.460222041563,681516.9664405229,58,213243,50.17385167705,182602.65017728767,194,723898,186.17385167705,693257.6501772879
7,0200,282.141098227428,371.8845717981594,0.02563656850828263,50,154266,41.337518858929634,127040.67192932866,155,647777,146.33751885892963,620551.6719293287,62,216720,45.14704241813716,145739.01496718364,167,710231,150.14704241813718,639250.0149671837
8,0407,0.05159768343700127,0.9697640485000129,0.6894581477039756,37,149902,32.393134456466,133453.08246892586,169,717177,164.39313445646602,700728.082468926,46,190852,34.85771513667817,144369.662665954,178,758127,166.8577151366782,711644.6626659541
9,0405,0.07771172209000139,1.1753479978030297,0.7069089063291732,22,87665,20.424078055266687,80968.27465041427,186,766754,184.42407805526668,760057.274650414,24,94861,21.31122236974205,84164.89027083734,188,773950,185.3112223697421,763253.890270837
10,0401,14.10903287525817,25.427509899185427,0.2742202013014177,53,203058,49.172679933157816,187731.84815001336,174,722757,170.1726799331579,707430.8481500135,62,245191,51.79789794359532,200652.0705814884,183,764890,172.7978979435954,720351.0705814884
11,0408,0.1375695638865003,2.1750452952728248,0.36542277678589763,27,134363,22.400484041105546,109568.70225306736,157,692256,152.40048404110559,667461.7022530673,44,206315,27.125781816386684,130299.57741970966,174,764208,157.12578181638668,688192.5774197096
12,0409,0.043536984584498256,1.318443842638782,0.3147349248251353,37,140159,32.491188662246216,123477.3782216892,169,670183,164.49118866224626,653501.3782216893,59,216296,38.330350129370686,142986.19187729983,191,746320,170.33035012937063,673010.1918772998
13,0403,3.879468990128795,12.988316303558149,0.2889857552404187,54,235378,48.523492727264525,208011.2606640749,153,652630,147.52349272726445,625263.2606640749,71,317703,54.348426924503286,237092.65361727012,170,734955,153.3484269245032,654344.6536172697
14,0402,1.9494652367543857,6.741147841772827,0.5390855060501789,37,163777,34.79426293114481,153962.1641806337,178,706736,175.79426293114474,696921.1641806335,47,202049,38.482720347719706,167798.45007260534,188,745008,179.48272034771966,710757.450072605
15,0404,8.52228419533693,24.58758866088973,0.17714708029253878,60,264616,55.580110622541675,248469.3182820153,156,707223,151.5801106225417,691076.3182820155,73,334319,59.47641585089097,267720.2420875273,169,776926,155.4764158508909,710327.2420875273
16,0406,0.15549251127749972,1.7951469018415618,0.6063443762654721,26,97504,20.37935918457632,76878.41667304147,178,728033,172.3793591845763,707407.4166730415,42,169096,25.203731129122108,97691.9765734518,194,799625,177.20373112912208,728220.9765734519
