,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
40,0627,0.1792481821949996,2.1300030639312117,43,168121,37.67252905029304,149758.1886714594,166,719230,160.672529050293,700867.1886714596,60,229215,42.48469612400272,168185.73185862694,183,780324,165.48469612400268,719294.731858627,0.4964827545554692,380.0,0.0897782585181179,0.11321189940797272,2.5446254411919578e-05,3.1250327392671323e-05,269.0,273.0,317.0,315.0,0.050833333333333335,0.09168384204488488,1.4852135232046477e-05,2.542895895228038e-05,222.0,262.0,288.0,308.0
41,0632,0.033427338405998715,0.9798121959876752,26,107817,24.06880059062212,101327.07507193957,162,732915,160.06880059062215,726425.0750719395,43,174547,29.37467133068769,121953.62406508252,179,799645,165.3746713306877,747051.6240650825,0.4375482791970467,342.0,0.23964497041420119,0.2763107572735823,6.30491336335589e-05,7.075217810430439e-05,404.0,402.0,410.0,406.0,0.09680908599242834,0.1916562392389417,2.6246563481106416e-05,5.0229770388321654e-05,360.0,387.0,376.0,395.0
42,0635,0.04414482594249921,1.1931496935882129,35,186218,29.16582953971817,153874.6734659287,131,690264,125.16582953971815,657920.6734659289,54,288724,34.70560074052576,182236.1452663095,150,792770,130.70560074052577,686282.1452663096,0.38967254208798385,299.0,0.10693877551020409,0.14714215610489517,1.9905445773590587e-05,2.778684538559851e-05,308.0,323.0,269.0,295.0,0.051440329218107,0.10851632184995003,9.510020115344264e-06,2.0664916712745567e-05,226.0,299.0,186.0,270.0
43,0608,8.526410876562466,17.478664335672814,37,169763,34.480884566863764,155208.7352102949,129,693022,126.48088456686372,678467.735210295,46,223887,37.15912983654319,170654.46719018096,138,747146,129.15912983654317,693913.467190181,0.35071927654064156,264.0,0.09422936449963477,0.10638198680954085,2.4047001962702467e-05,2.8164164981794776e-05,279.0,261.0,308.0,299.0,0.06521739130434782,0.09353928362214134,1.4905540253127608e-05,2.3827034506252948e-05,291.0,268.0,290.0,293.0
44,0625,0.4348398766524992,4.123450955422412,32,131874,29.529984244887327,120148.67459209052,153,667030,150.52998424488734,655304.6745920903,43,182537,32.30299547923083,131797.25667669688,164,717693,153.30299547923084,666953.2566766966,0.3213790488540976,237.0,0.1494140625,0.17262217553415649,3.8355443442358044e-05,4.539471537439436e-05,363.0,349.0,372.0,368.0,0.08869659275283938,0.14691463064992283,2.1539563256462655e-05,3.8395705882790236e-05,353.0,354.0,354.0,369.0
45,0650,0.7041545929669971,4.682916066593855,35,191391,28.916870439206523,157691.24712597413,131,679897,124.91687043920652,646197.2471259743,56,298699,34.76211924745399,188069.26557124767,152,787205,130.762119247454,676575.2655712473,0.40350148065014235,311.0,0.10693877551020409,0.14938896450127287,1.8560945763627744e-05,2.598662789679337e-05,308.0,326.0,256.0,284.0,0.04846938775510204,0.1082105141299583,8.823081819008982e-06,1.9128479924306348e-05,207.0,298.0,168.0,254.0
46,0609,0.35065645869900025,2.8986332607909584,22,130856,17.949632138444603,101832.53383182279,145,737598,140.94963213844463,708574.5338318227,31,171780,19.935437567733906,111009.77988853696,154,778522,142.93543756773389,717751.779888537,0.5244512972586008,393.0,0.29958677685950413,0.4374745989535992,4.307571045896298e-05,6.833016027499062e-05,412.0,419.0,387.0,404.0,0.16024973985431842,0.35965687830247645,2.638309205872596e-05,5.82440807191506e-05,402.0,419.0,377.0,410.0
47,0647,0.05644848910665004,2.480717254638283,40,185032,34.145949717583626,157466.07822280243,152,674427,146.1459497175836,646861.0782228023,66,299819,40.61289435010042,184924.32762490172,178,789214,152.6128943501004,674319.3276249014,0.11526770632831401,28.0,0.095,0.12534539720864588,1.9698867647491987e-05,2.6087772454097034e-05,285.0,298.0,267.0,286.0,0.04086317722681359,0.09252590597844833,8.779635341872154e-06,1.9718665105975435e-05,160.0,265.0,165.0,262.0
48,0606,0.048597519730500416,1.2080368382813536,36,182585,29.18758566548961,152045.13167895973,155,707191,148.1875856654896,676651.1316789597,54,265373,34.40711387017059,173030.8805794453,173,789979,153.4071138701706,697636.8805794454,0.4184693098690509,327.0,0.11959876543209877,0.17394641291599566,2.1213216939132177e-05,2.926980131130202e-05,328.0,350.0,284.0,303.0,0.059327846364883405,0.12958329232738855,1.1217654981638448e-05,2.33014096776256e-05,263.0,338.0,230.0,290.0
49,0615,0.16276880696015664,2.105844053331728,19,113382,16.662249497175335,97315.45777954631,151,745192,148.6622494971753,729125.4577795463,35,188108,21.090272490507807,118430.72002170465,167,819918,153.09027249050774,750240.7200217043,0.4612417708874915,356.0,0.4182825484764543,0.5354678908697724,5.796688418785231e-05,7.699075920563901e-05,428.0,428.0,406.0,411.0,0.1363265306122449,0.3441780852559535,2.3171592849821622e-05,5.348991316568418e-05,390.0,418.0,363.0,402.0
50,0624,1.7753812032523348,10.394173153847788,43,183051,39.51220507920983,169252.34824407508,148,713413,144.51220507920988,699614.3482440751,46,192358,40.08052767350985,171106.66734678356,151,722720,145.0805276735099,701468.6673467836,0.20650072788930246,104.0,0.08004326663061113,0.09256397435669467,2.1291036642839096e-05,2.4422454094729857e-05,242.0,230.0,286.0,273.0,0.07136105860113422,0.09031133568169393,1.9532128253824995e-05,2.3959315800629017e-05,306.0,257.0,343.0,295.0
